if father deceased,MOTHER_IDENTITY,father's forename,death code A,father's occupation,month,FATHER_BIRTH_RECORD_IDENTITY,mar,year,SPOUSE_BIRTH_RECORD_IDENTITY,occupation,mother's occupation,BIRTH_RECORD_IDENTITY,PARENT_MARRIAGE_RECORD_IDENTITY,father's surname,day,marital status,death code B,Birth,forename(s) of deceased,if mother deceased,age at death,FATHER_IDENTITY,mother's forename,SPOUSE_MARRIAGE_RECORD_IDENTITY,mother's maiden surname,name of spouse,SPOUSE_IDENTITY,spouse's occ,death code C,address,sex,ID,MOTHER_BIRTH_RECORD_IDENTITY,notes1,DECEASED_IDENTITY,surname of deceased
D,3726,Aaron,R54.01,,JANUARY,3725,1119,1922,3074,LODGER,,3733,987,Schroeder,22,M,,3733,Sebastian,,57,3725,Marie,1119,Vasquez,Ann Kristiansen,3074, ,,"2 Orchard Park, Lessudden House, Scottish Borders",M,3733,3726,SYNTHETIC DATA PRODUCED USING VALIPOP,3733,Schroeder
,2078,Dovydas,I51.90,,AUGUST,2753,,1882,,SCHOLAR,,3313,830,Flores,18,B,,3313,Archibald,,16,2753,Margaret,,Delic,,,,,"2 Bracklinn Road, Drumardoch Farm, Callander",M,3313,2078,SYNTHETIC DATA PRODUCED USING VALIPOP,3313,Flores
D,2154,Alexander,A16.91,,MAY,2175,,1894,,IRON MOULDER,,3315,732,Visser,22,B,,3315,Michael,,29,2175,Mary,,Fernandez,,,,,"572 Moss Road, Scottish Borders",M,3315,2154,SYNTHETIC DATA PRODUCED USING VALIPOP,3315,Visser
D,2752,George,J42.00,,APRIL,2639,1190,1928,4107,STARCH MAKER,,3321,846,Larsson,21,M,R60.91,3321,James,D,62,2639,Ana,1190,Flores,Marie Sanchez,4107,PRINTERS WIFE,,"1 Ceann An Ora, Na h-Eileanan Siar",M,3321,2752,SYNTHETIC DATA PRODUCED USING VALIPOP,3321,Larsson
D,2480,Garcia,R60.91,,JULY,2513,,1928,,COTTON WEAVER,,3323,815,Duncan,29,R,J42.00,3323,Joseph,D,63,2513,Catherine,,?zabo,,,,,"1 Knockcushan Street, Girvan, South Ayrshire",?,3323,2480,SYNTHETIC DATA PRODUCED USING VALIPOP,3323,Garcia
D,2534,Harry,R99.01,,APRIL,2463,,1937,,JOINER,,3325,840,Brown,1,B,,3325,Edward,D,71,2463,Jane,,Hernandez,,,,,"1 Geisher Road, Braeleny Farm, Stirling",M,3325,2534,SYNTHETIC DATA PRODUCED USING VALIPOP,3325,Brown
D,2005,Jan,J42.00,,MARCH,2004,696,1889,2021,ANNUITANT,,2072,494,Larsen,30,W,,2072,Alice,D,67,2004,Ella,696,Andersson,Donald Markovic,2021,GAMEKEEPER,,"1 Steele Croft Road, Highland",F,2072,2005,SYNTHETIC DATA PRODUCED USING VALIPOP,2072,Larsen
D,3367,Vytautas,K76.90,,APRIL,3366,1187,1937,3508,MASTER,,3368,883,Nguyen,24,M,R60.91,3368,Patrick,D,71,3366,Hannah,1187,Ozdemir,Jane Sepp,3508,MILLER & FARMER'S WIFE,,"1 Edderston Ridge, Kingsmuir, Peebles",M,3368,3367,SYNTHETIC DATA PRODUCED USING VALIPOP,3368,Nguyen
,4928,Jamie,R53.03,,JUNE,4927,1326,1942,4920,FARMER OF 11 1/2 ACRES,,4919,1328,Reyes,10,W,R54.05,4919,David,,76,4927,Izaro,1326,,Maricel Szabo,4920, ,,"1 Wairdlaw, Blackburn, West Lothian",M,4919,4928,SYNTHETIC DATA PRODUCED USING VALIPOP,4919,White
,2256,Daniel,A09.02,,JUNE,2493,,1869,, ,,3342,748,Soto,22,B,,3342,Archid,,3,2493,Maggie,,Sanchez,,,,,"1 Whinnyhouse, Scottish Borders",M,3342,2256,SYNTHETIC DATA PRODUCED USING VALIPOP,3342,Soto
,2465,John,J18.00,,JUNE,2281,,1869,, ,,3343,795,STEWART,5,B,G03.90,3343,David,,2,2281,Olivia,,Brown,,,,,"1 Pairc Uilleim, Highland",M,3343,2465,SYNTHETIC DATA PRODUCED USING VALIPOP,3343,STEWART
,2464,George,R50.90,,NOVEMBER,2127,,1869,, ,,3345,814,WILLIAMS,12,B,,3345,Robert,,2,2127,Marie,,Brown,,,,,"2 Union Street, Scottish Borders",M,3345,2464,SYNTHETIC DATA PRODUCED USING VALIPOP,3345,WILLIAMS
,2862,William,A16.96,,NOVEMBER,2447,,1869,, ,,3347,796,Rodriguez,23,B,,3347,David,,3,2447,Sophie,,Jones,,,,,"102 Brunton Park, Manse, Scottish Borders",M,3347,2862,SYNTHETIC DATA PRODUCED USING VALIPOP,3347,Rodriguez
,2552,David,B54.03,,AUGUST,2283,,1871,, ,,3349,822,Rivera,11,B,,3349,John,,5,2283,Ana,,Novak,,,,,"1 Blair Street, Little Richorn, Dalbeattie",M,3349,2552,SYNTHETIC DATA PRODUCED USING VALIPOP,3349,Rivera
D,2412,Benjamin,K75.00,,MAY,2915,1075,1891,3300,HOUSE PAINTER,,3351,790,Anderson,30,D,,3351,David,,24,2915,Margaret,1075,Rivera,Jane Brown,3300,DRESS MAKER,,"1 Leonard Gardens, Northbank Farm Steadings, Fife",M,3351,2412,SYNTHETIC DATA PRODUCED USING VALIPOP,3351,Anderson
D,2480,Garcia,J18.90,,MARCH,2513,,1923,,missing,,3353,815,Duncan,25,B,,3353,Garcia,D,56,2513,Catherine,,Szabo,,,missing,,"1 Knockcushan Street, Girvan, South Ayrshire",?,3353,2480,SYNTHETIC DATA PRODUCED USING VALIPOP,3353,Andrew
D,2536,Nojus,I38.01,,JANUARY,2976,1170,1923,3388,MINISTER OF HOLY TOWN ESTABLISHED CHURCH,,3357,823,Bonik,13,M,,3357,Wm,D,56,2976,Janet,1170,Rivera,Agnes Sanchez,3388, ,,"1 Millbank Road, Stranraer, Dumfries and Galloway",M,3357,2536,SYNTHETIC DATA PRODUCED USING VALIPOP,3357,Bonik
,2426,Thomas,B05.90,,JULY,2425,764,1894,1923, ,,2430,617,Jones,17,W,A09.02,2430,Aada,,72,2425,Ana,764,Ursu,Alexr HUNTER,1923,LABOURER AT COAL WORK,J18.90,"105 Glen Gardens, Braeleny Farm, Callander",F,2430,2426,SYNTHETIC DATA PRODUCED USING VALIPOP,2430,Jones
,3598,Fabian,R54.05,,SEPTEMBER,3597,1163,1955,3144,BUTCHER (MASTER),,3599,946,Kovacevic,10,W,,3599,Gabriel,,89,3597,Ella,1163,,Mary Sanchez,3144,PIRN WINDER,,"1 Abbotsford Crescent, Northbank Farm Steadings, St Andrews",M,3599,3598,SYNTHETIC DATA PRODUCED USING VALIPOP,3599,Kovacevic
,3812,Connor,R54.05,,APRIL,3811,1223,1956,3540,FORMERLY CROFTER,,3817,1014,Santana,19,M,,3817,Jake,D,89,3811,Irena,1223,Santos,Jane Sepp,3540,DOM OCC,,"1 Winehouse Yett, South Ayrshire",M,3817,3812,SYNTHETIC DATA PRODUCED USING VALIPOP,3817,Santana
,4445,Samuel,R54.02,,SEPTEMBER,4444,1200,1958,4437,TENANT,,4436,1202,Mlakar,23,W,,4436,Veeti,,92,4444,Madison,1200,,Aoi Ramirez,4437, ,,"1 Mount Crescent, Dufftown, Moray",M,4436,4445,SYNTHETIC DATA PRODUCED USING VALIPOP,4436,Morales
,4891,Ondrej,J42.00,,APRIL,4890,1317,1960,4881,CROFTER OF 10 ACRES,,4880,1319,Muhamet,21,W,,4880,Olivier,,94,4890,Emma,1317,,Chloe Mendoza,4881,PAUPER,,"1 Sandyhill Crescent, Carngour, St Andrews",M,4880,4891,SYNTHETIC DATA PRODUCED USING VALIPOP,4880,Kuznetsov
,5113,Aleksi,R54.05,,JANUARY,5112,1377,1963,5110, ,,5107,1378,Lukac,10,W,,5107,Cameron,,96,5112,Mariana,1377,,Camille Almeida,5110, ,,"1 Whitfield, Dundee City",M,5107,5113,SYNTHETIC DATA PRODUCED USING VALIPOP,5107,Muratovic
,2154,David,A00.91,,DECEMBER,2445,,1867,, ,,3379,,Sanchez,19,B,,3379,Alfred,,0,2445,Mary,,Fernandez,,,,,"572 Moss Road, Scottish Borders",M,3379,2154,SYNTHETIC DATA PRODUCED USING VALIPOP,3379,Sanchez
,3367,Vytautas,A16.96,,MARCH,3366,1102,1891,3352,COALMINER,,3381,883,Nguyen,31,M,L02.90,3381,James,,23,3366,Hannah,1102,Ozdemir,Ellen Delic,3352,DAIRYMAID,R68.86,"134 Fairview Grange, Bridge of Don, Aberdeen City",M,3381,3367,SYNTHETIC DATA PRODUCED USING VALIPOP,3381,Nguyen
D,2392,Hugh,C80.90,,JUNE,2367,1165,1923,3386,LABOURER,,3383,,Smith,16,M,,3383,James,D,56,2367,Catherine,1165,CONLLY,Jane Jones,3386, ,,"73 Mary Morrison Drive, Mauchline, East Ayrshire",M,3383,2392,SYNTHETIC DATA PRODUCED USING VALIPOP,3383,Smith
,2632,Matteo,R52.90,,MARCH,2680,,1937,,WATCH MAKER,,3387,850,Li,7,B,,3387,Robert,D,69,2680,Minnie,,DAVISON,,,,,"1 Bail Ur, Highland",M,3387,2632,SYNTHETIC DATA PRODUCED USING VALIPOP,3387,Li
,4143,Jonas,G83.90,,MARCH,4147,1131,1944,3534,AG LAB,,4148,1106,Dumitru,2,R,,4148,Jack,,76,4147,Mitsuki,1131,,Margaret Rossi,3534,FARMERS WIFE,,"3 Weensmoore, Scottish Borders",M,4148,4143,SYNTHETIC DATA PRODUCED USING VALIPOP,4148,Dumitru
D,1554,Donald,A75.90,,MAY,1489,725,1858,2238,FARMERS SISTER,,2104,514,Delic,4,M,,2104,Annie,D,35,1489,Ann,725,Popa,Tomas Szabo,2238,JOINER,,"1 Langlands Bank, Wilton, Hawick",F,2104,1554,SYNTHETIC DATA PRODUCED USING VALIPOP,2104,Delic
,5508,Thomas,G93.90,,DECEMBER,5507,,1944,,FISHERMAN,,5509,1482,Yilmaz,17,B,,5509,James,,77,5507,Nanami,,,,,,,"1 Bewlie House, Scottish Borders",M,5509,5508,SYNTHETIC DATA PRODUCED USING VALIPOP,5509,Yilmaz
,5986,Lachlan,R34.02,,FEBRUARY,5985,,1945,, ,,5987,1651,Iliev,3,B,,5987,Callum,,77,5985,Samantha,,,,,,,"1 Bruce Walk, Nigg, Aberdeen City",M,5987,5986,SYNTHETIC DATA PRODUCED USING VALIPOP,5987,Iliev
,2428,J,J20.90,missing,APRIL,2693,,1872,, ,,3401,862,Schroeder,missing,B,,3401,Daniel,,3,2693,Mich?la,,Jones,,,,,"1 Orchard Park, Lessudden House, Scottish Borders",M,3401,2428,SYNTHETIC DATA PRODUCED USING VALIPOP,3401,Schroeder
D,2230,William,G93.81,,JANUARY,1905,,1878,, ,,3402,733,Larsson,11,B,,3402,Alexr,,9,1905,Jane,,Markovic,,,,,"1 Bracklinn Road, Drumardoch Farm, Callander",M,3402,2230,SYNTHETIC DATA PRODUCED USING VALIPOP,3402,Larsson
D,2464,George,A16.20,,DECEMBER,2127,,1891,,PLOUGHMAN & OSTLER,,3403,814,WILLIAMS,22,B,,3403,Leo,,23,2127,Marie,,Brown,,,,,"2 Union Street, Scottish Borders",M,3403,2464,SYNTHETIC DATA PRODUCED USING VALIPOP,3403,WILLIAMS
,2862,William,B03.00,,JUNE,2447,1132,1894,3659,JOURNEYMAN BLACKSMITH,,3404,796,Rodriguez,2,M,,3404,Walter,D,25,2447,Sophie,1132,Jones,Eva Martinez,3659,SCHOLAR,,"1 Wood Road, Troon, South Ayrshire",M,3404,2862,SYNTHETIC DATA PRODUCED USING VALIPOP,3404,Rodriguez
D,2416,Duncan,J18.00,,JANUARY,2439,1252,1916,3420,MANAGER CITY UNION LOAN,,3407,807,Wozniak,25,M,,3407,John,D,48,2439,Kate,1252,Garcia,Mary Carvalho,3420,CROFTER,,"1 Ladylands Drive, Glenburn Hall, Jedburgh",M,3407,2416,SYNTHETIC DATA PRODUCED USING VALIPOP,3407,Wozniak
D,2480,Duncan,X31.00,,MARCH,2513,,1917,,IRON FURNACE FILLER,,3411,815,Garcia,3,B,,3411,Thomas,D,48,2513,Catherine,,Szabo,,,,,"1 Knockcushan Street, Girvan, South Ayrshire",M,3411,2480,SYNTHETIC DATA PRODUCED USING VALIPOP,3411,Garcia
D,2536,Nojus,I51.90,,MARCH,2976,1146,1917,3412,JOINER,,3413,823,Bonik,3,M,,3413,Alexr,D,48,2976,Janet,1146,Rivera,Isabella Rojas,3412,WASHER WOMAN,,"1 Meadow Park, Dumfries and Galloway",M,3413,2536,SYNTHETIC DATA PRODUCED USING VALIPOP,3413,Bonik
D,2644,Thomas,W74.00,,JANUARY,2637,1153,1930,3266,FORMERLY SPINER COTTON,,3415,893,Thill,15,M,,3415,James,D,61,2637,Johanna,1153,Soto,Mathilda Brown,3266, ,,"40 Ard Struan Road, Highland",M,3415,2644,SYNTHETIC DATA PRODUCED USING VALIPOP,3415,Thill
missing,1442,Jacob,J42.00,,MAY,1498,765,1875,2055, ,,2102,458,Rossi,19,W,,2102,Janet,D,5?,1498,Ja?et,765,WILLIAMS,Roberd Kristiansen,2055,LABOURER IRON WORK,,"1 Gearraidh Gadhal, Na h-Eileanan Siar",F,2102,1442,SYNTHETIC DATA PRODUCED USING VALIPOP,2102,Rossi
D,2744,missing,I64.01,,MARCH,2417,,1930,,COAL LABOUtRER,,3419,895,WILLIAMS,q,B,G93.83,3419,John,D,6q,2417,Ann,,Larsson,,,,,"1 Victoria Place, Stranraer, Dumfries and Galloway",M,3419,2744,SYNTHETIC DATA PRODUCED USING VALIPOP,3419,WILLIAMS
,3923,Dylan,I38.01,,DECEMBER,3922,1235,1930,3742,BLACKSMITH,,3925,1048,Jimenez,18,M,I61.90,3925,Lachlan,,62,3922,Sophie,1235,,Sarah Martinez,3742, ,,"56 The Fieldings, East Ayrshire",M,3925,3923,SYNTHETIC DATA PRODUCED USING VALIPOP,3925,Jimenez
,4076,Ryan,R99.01,,SEPTEMBER,4075,,1941,,PAUPER (AG LAB),,4078,1089,Varga,19,B,,4078,Guilherme,D,73,4075,Sophie,,Ahmed,,,,,"35 Patrickbank Wynd, Johnstone Castle, Renfrewshire",M,4078,4076,SYNTHETIC DATA PRODUCED USING VALIPOP,4078,Varga
D,4106,Mathias,J20.91,,JANUARY,4105,1353,1943,3656,SHOEMAKER,,4109,1095,Sanchez,6,W,,4109,Elias,D,74,4105,Aada,1353,Ibrahimovic,Alicia Zarins,3656,FORMERLY SHOE MAKERS WIFE,,"38 Raonmor, Highland",M,4109,4106,SYNTHETIC DATA PRODUCED USING VALIPOP,4109,Sanchez
,5995,Lachlan,R99.01,,OCTOBER,5994,1652,1943,5989, ,,5988,1654,Ismayilov,25,M,,5988,Aaron,,75,5994,Olivia,1652,,Ava Szabo,5989, ,,"1 Chestnut Crescent, Greenhills, East Kilbride",M,5988,5995,SYNTHETIC DATA PRODUCED USING VALIPOP,5988,De Vries
,2128,Olivier,A17.01,,SEPTEMBER,2429,,1870,, ,,3432,716,Jones,20,B,,3432,Laurence,,1,2429,Maria,,Delic,,,,,"1 St Margaret's Drive, West End, Hawick",M,3432,2128,SYNTHETIC DATA PRODUCED USING VALIPOP,3432,Jones
,2346,Hugh,J40.01,,JANUARY,2641,,1870,, ,,3433,805,de Boer,13,B,,3433,Alexander,,0,2641,Irem,,Micallef,,,,,"1 Nelson Place, Dumfries and Galloway",M,3433,2346,SYNTHETIC DATA PRODUCED USING VALIPOP,3433,de Boer
,3367,Vytautas,A36.90,,JULY,3366,,1870,, ,,3435,883,Nguyen,18,B,,3435,John,,1,3366,Hannah,,Ozdemir,,,,,"1 Underbank, Largs, North Ayrshire",M,3435,3367,SYNTHETIC DATA PRODUCED USING VALIPOP,3435,Nguyen
,2388,Marlon,P96.93,,FEBRUARY,2373,,1872,, ,,3437,900,Paulauskas,24,B,,3437,James,,2,2373,Catherine,,Sepp,,,,,"1 Blyth Farm Road, Scotstonrig, Scottish Borders",M,3437,2388,SYNTHETIC DATA PRODUCED USING VALIPOP,3437,Paulauskas
,2416,Duncan,A37.90,,JUNE,2439,,1872,, ,,3439,807,Wozniak,5,B,,3439,David,,3,2439,Kate,,Garcia,,,,,"1 School Lane, Balbinny, Angus",M,3439,2416,SYNTHETIC DATA PRODUCED USING VALIPOP,3439,Wozniak
,3015,Sergio,J42.00,,APRIL,3014,785,1891,3006, ,,3007,786,Karlsson,30,W,,3007,Sophie,,68,3014,Manon,785,,Michael Mohamed,3006,GROCER'S CLERK,,"1 Maconochie Place, Broadsea, Fraserburgh",F,3007,3015,SYNTHETIC DATA PRODUCED USING VALIPOP,3007,Brankov
,3158,Filip,R09.10,,APRIL,2313,,1873,, ,,3441,849,Hernandez,8,B,,3441,Alexander,,3,2313,Aada,,Morozov,,,,,"1 Earlsmeadow, St Mary's, Duns",M,3441,3158,SYNTHETIC DATA PRODUCED USING VALIPOP,3441,Hernandez
D,3185,Adlvaro,Q05.90,,MAY,3184,,1873,, ,,3443,836,Schmidt,1,B,,3443,James,missing,3,3184,Emily,,Zammit,,,,,missnig,M,3443,3185,SYNTHETIC DATA PRODUCED USING VALIPOP,3443,Schmidt
D,2638,James,A09.01,,JULY,2567,,1874,, ,,3445,902,CONLLY,10,B,,3445,James,,4,2567,Catherine,,Paulauskas,,,,,"1 Southfield, Scottish Borders",M,3445,2638,SYNTHETIC DATA PRODUCED USING VALIPOP,3445,CONLLY
,2738,James,J18.90,,MARCH,2645,,1886,,S,,3447,880,Hernandez,1,B,,3447,Alexr,,17,2645,Jennie,,Schroeder,,,,,"1 Littledean, Scottish Borders",M,3447,2738,SYNTHETIC DATA PRODUCED USING VALIPOP,3447,Hernandez
D,2764,Jones,A16.96,,MARCH,2881,,1899,,SAIL MAKER (APPRENTICE),,3449,905,James,6,M,,3449,Alexander,,21,2881,Rose,,Laahsson,,,,,"1 North Street, Borrowfield, Montrose",M,3449,2764,SYNTHETIC DATA PRODUCED USING VALIPOP,3449,Jones
,2282,John,A17.83,,MAY,2363,,1871,, ,,3459,856,Rivera,18,B,,3459,Charles,,1,2363,Agnes,,Bianchi,,,,,"1 Castle Street, Stranraer, Dumfries and Galloway",M,3459,2282,SYNTHETIC DATA PRODUCED USING VALIPOP,3459,Rivera
,2862,William,Y12.00,,DECEMBER,2447,,1874,, ,,3460,796,Rodriguez,14,B,,3460,Frederick,,4,2447,Sophie,,Jones,,,,,"102 Brunton Park, Manse, Scottish Borders",M,3460,2862,SYNTHETIC DATA PRODUCED USING VALIPOP,3460,Rodriguez
,2414,Isaac,A18.21,,MAY,2754,,1874,, ,,3461,789,Flores,4,B,,3461,Willia,,3,2754,Georgina,,CONLLY,,,,,"1 Garnock Street, Dalry, North Ayrshire",M,3461,2414,SYNTHETIC DATA PRODUCED USING VALIPOP,3461,Flores
,3158,Filip,R53.03,,FEBRUARY,2313,,1884,,SCHOLAR,,3463,849,Hernandez,11,B,G93.90,3463,John,,13,2313,Aada,,Morozov,,,,,"1 Earlsmeadow, St Mary's, Duns",M,3463,3158,SYNTHETIC DATA PRODUCED USING VALIPOP,3463,Hernandez
,2580,Chas,J20.90,,JUNE,2503,,1891,, ,,3465,910,Sanchez,18,B,,3465,James,,21,2503,Joanna,,Soto,,,,,"2 Heugh, Scottish Borders",M,3465,2580,SYNTHETIC DATA PRODUCED USING VALIPOP,3465,Sanchez
D,1376,Joshua,J40.01,,JANUARY,1513,741,1890,2374,PAUPER,,2122,527,Markovic,17,M,,2122,Ellen,D,66,1513,Christina,741,STEWART,Antanas Paulauskas,2374,SURGON LIE OF F P S G,,"153 Torwoodhill Road, Argyll and Bute",F,2122,1376,SYNTHETIC DATA PRODUCED USING VALIPOP,2122,Markovic
,3281,William,A18.31,,JANUARY,2669,1217,1917,3656,UPHOLSTERER,,3467,865,Schroeder,7,M,,3467,James,D,46,2669,Fatma,1217,Rossi,Alicia Zarins,3656,SAILORS WIDOW,,"1 Carr Crescent, Crail, Fife",M,3467,3281,SYNTHETIC DATA PRODUCED USING VALIPOP,3467,Schroeder
D,2744,James,A16.93,,JULY,2417,,1917,,SORTER GENERAL POST OFFICE,,3469,895,WILLIAMS,19,B,,3469,Thomas,D,46,2417,Ann,,Larsson,,,,,"1 Victoria Place, Stranraer, Dumfries and Galloway",M,3469,2744,SYNTHETIC DATA PRODUCED USING VALIPOP,3469,WILLIAMS
D,3013,Bernard,J60.00,,MARCH,2601,1239,1925,3842,HAWKER,,3471,911,Harutyunyan,14,M,,3471,James,D,54,2601,Aldona,1239,Mohamed,Jessie Szabo,3842, ,,"1 Cora Linn Court, North Ayrshire",M,3471,3013,SYNTHETIC DATA PRODUCED USING VALIPOP,3471,Harutyunyan
,2465,John,R99.01,,SEPTEMBER,2281,,1891,,SCHOLAR,,3489,795,STEWART,15,B,,3489,Charles,,20,2281,Olivia,,Brown,,,,,"1 Pairc Uilleim, Highland",M,3489,2465,SYNTHETIC DATA PRODUCED USING VALIPOP,3489,STEWART
D,2751,Matthew,A16.20,,JUNE,2653,,1891,, ,,3495,892,Rojas,5,B,,3495,Thomas,,19,2653,Janice,,Flores,,,,,"1 Hayhill, Craigie, Ayr",M,3495,2751,SYNTHETIC DATA PRODUCED USING VALIPOP,3495,Rojas
D,2534,Harry,R99.01,,AUGUST,2463,1178,1938,4305,LABOURER,,3497,840,Brown,31,M,,3497,John,D,67,2463,Jane,1178,Hernandez,Noemie Iliev,4305,CROFTER,,"1 Calfward Park, Allanbank, Lauder",M,3497,2534,SYNTHETIC DATA PRODUCED USING VALIPOP,3497,Brown
,3281,William,I51.90,,JULY,2669,1172,1938,3590,LINEN H L WEAVER,,3501,865,Schroeder,3,W,,3501,Donald,D,67,2669,Fatma,1172,Rossi,Elizabeth Jones,3590, ,,"61 The Gardens, East Lothian",M,3501,3281,SYNTHETIC DATA PRODUCED USING VALIPOP,3501,Schroeder
D,2746,Jeremy,R54.02,,MAY,2584,1189,1947,3710,PENSIONER FROM COAST GUARD,,3503,881,Carvalho,14,M,I70.20,3503,William,D,76,2584,Margaret,1189,Hernandez,Annette Lopez,3710, ,,"1 The Lees, Scottish Borders",M,3503,2746,SYNTHETIC DATA PRODUCED USING VALIPOP,3503,Carvalho
D,3278,Thomas,G83.90,,MARCH,2671,,1947,,LABOURER,,3507,920,Szabo,16,B,,3507,Willi,D,75,2671,Isabella,,Rossi,,,,,"1 St Clair Terrace, Troon, South Ayrshire",M,3507,3278,SYNTHETIC DATA PRODUCED USING VALIPOP,3507,Szabo
,3891,missing,R54.05,,24,3890,,1947,,WOOL STOCKING MAKER,,3892,1039,Martinez,AUGUST,B,,3892,Martinez,D,75,3890,Lisandra,,,,,,,"1 Eastbank Place, Perth and Kinross",M,3892,3891,SYNTHETIC DATA PRODUCED USING VALIPOP,3892,Nicho?as
D,1802,James,A01.00,,AUGUST,1269,779,1891,2517,WIFE,,2130,529,de Boer,9,M,,2130,Betsy,D,68,1269,Siiri,779,Ramadan,William Sepp,2517,MASTER BAKER EMPLOYING 2 MEN,,"231 Braemar Gardens, Nether Stenton, Glenrothes",F,2130,1802,SYNTHETIC DATA PRODUCED USING VALIPOP,2130,de Boer
,4076,Ryan,R54.02,,MARCH,4075,,1952,,AG LAB,,4077,1089,Varga,10,W,L89.90,4077,Jeffrey,D,80,4075,Sophie,,Ahmed,,,,,"12 Bank Street, Greenlaw Station House, Greenlaw",M,4077,4076,SYNTHETIC DATA PRODUCED USING VALIPOP,4077,Varga
,4302,Aleksi,I51.90,,APRIL,4301,,1952,,AG LABOURER,,4306,1161,Iliev,12,W,,4306,Matthew,,80,4301,Venla,,Butkus,,,,,"1 Brae, Highland",M,4306,4302,SYNTHETIC DATA PRODUCED USING VALIPOP,4306,Iliev
D,5087,Thijs,R54.05,,2,5086,1370,1953,5077,CROFTER,,5076,1372,King,NOVEMBER,W,,5076,Daiki,,8?,5086,Anna,1370,,Laura Mihhailov,5077,KNITkER,,"1 Kinacres Grove, Carriden, Falkirk",M,5076,5087,SYNTHETIC DATA PRODUCED USING VALIPOP,5076,Tasev
,2552,David,B05.90,,FEBRUARY,2283,,1874,, ,,3517,822,Rivera,17,B,,3517,Thomas,,1,2283,Ana,,Novak,,,,,"1 Blair Street, Little Richorn, Dalbeattie",M,3517,2552,SYNTHETIC DATA PRODUCED USING VALIPOP,3517,Rivera
,3158,Filip,R09.10,,FEBRUARY,2313,,1874,, ,,3519,849,Hernandez,20,B,,3519,John,,1,2313,Aada,,Morozov,,,,,"1 Earlsmeadow, St Mary's, Duns",M,3519,3158,SYNTHETIC DATA PRODUCED USING VALIPOP,3519,Hernandez
D,2751,Matthew,A16.96,,NOVEMBER,2653,,1890,,PRINTFIELD WORKER,,3521,892,Rojas,7,B,,3521,Chas,,18,2653,Janice,,Flores,,,,,"1 Hayhill, Craigie, Ayr",M,3521,2751,SYNTHETIC DATA PRODUCED USING VALIPOP,3521,Rojas
,2632,Matteo,N32.90,,JULY,2680,1345,1932,3786,CROFTER,,3525,850,Li,18,M,,3525,William,D,60,2680,Minnie,1345,DAVISON,Isabella Markovic,3786, ,,"1 Coplandhill, Aberdeenshire",M,3525,2632,SYNTHETIC DATA PRODUCED USING VALIPOP,3525,Li
D,2749,John,G83.90,,OCTOBER,2717,,1936,,GARDENER (DOMESTIC SERVANT),,3531,879,Larsson,19,B,,3531,Alexander,D,64,2717,Lea,,Flores,,,,,"1 Old Edinburgh Road, Dumfries and Galloway",M,3531,2749,SYNTHETIC DATA PRODUCED USING VALIPOP,3531,Larsson
D,2744,James,I51.50,,FEBRUARY,2417,1288,1950,4303,FARM LABOURER,,3535,895,WILLIAMS,10,M,,3535,Alexander,D,77,2417,Ann,1288,Larsson,Amy Iliev,4303, ,,"84 Ardview, Argyll and Bute",M,3535,2744,SYNTHETIC DATA PRODUCED USING VALIPOP,3535,WILLIAMS
D,2884,CONLLY,R99.01,,FEBRUARY,2715,,1950,,WEAVER,missing,3537,930,Joesph,7,W,,3537,James,D,77,2715,Larsson,,Sibyl,,,,,"2 Gretenhow, Gretna, Dumfries and Galloway",M,3537,2884,SYNTHETIC DATA PRODUCED USING VALIPOP,3537,CONLLY
D,2312,Rasmus,J42.00,,APRIL,2311,,1893,, ,,2315,582,Hernandez,17,W,,2315,Jessica,D,69,2311,Catarina,,Rivera,,,,,"1 Monroe Drive, Calderbraes, North Lanarkshire",F,2315,2312,SYNTHETIC DATA PRODUCED USING VALIPOP,2315,Hernandez
,3812,Connor,R54.05,,APRIL,3811,1667,1957,4784,FORMERLY AGL LABOURER,,3816,1014,Santana,15,R,,3816,Joshua,D,85,3811,Irena,1667,Santos,Sarah Wozniak,4784,OUT DOOR WORKER,,"1 Common Road, Cellardyke, Fife",M,3816,3812,SYNTHETIC DATA PRODUCED USING VALIPOP,3816,Santana
,3917,Lukas,R99.01,,MARCH,3916,1216,1958,3660,TIN SMITH,,3918,1046,Sousa,31,W,,3918,Nikolaj,,85,3916,Camille,1216,,Alba Martinez,3660,STOCKING KNITTER,,"1 Knocklea, Biggar, South Lanarkshire",M,3918,3917,SYNTHETIC DATA PRODUCED USING VALIPOP,3918,Sousa
,4577,Ryan,R54.05,,JANUARY,4576,,1960,,CROFTER,,4578,1240,Zupancic,31,W,,4578,Balazs,,87,4576,Emily,,,,,,,"1 Paterson Gardens, West End, Scottish Borders",M,4578,4577,SYNTHETIC DATA PRODUCED USING VALIPOP,4578,Zupancic
D,4747,Oliver,R53.03,,AUGUST,4746,1385,1961,4062,TENANT,,4748,1282,Gonzalez,5,M,,4748,Julen,,88,4746,Ella,1385,,Anna HUNTER,4062,PROPRITOR OF HOUSES,,"248 Manse Road, East Lothian",M,4748,4747,SYNTHETIC DATA PRODUCED USING VALIPOP,4748,Gonzalez
