Death,MOTHER_IDENTITY,father's forename,father's occupation,sex,FATHER_BIRTH_RECORD_IDENTITY,day of parents' marriage,place of parent's marriage,CHILD_IDENTITY,mother's occupation,family,illegit,DEATH_RECORD_IDENTITY,father's surname,MARRIAGE_RECORD_IDENTITY3,birth day,MARRIAGE_RECORD_IDENTITY2,PARENT_MARRIAGE_RECORD_IDENTITY,MARRIAGE_RECORD_IDENTITY1,month of parents' marriage,MARRIAGE_RECORD_IDENTITY4,MARRIAGE_RECORD_IDENTITY5,FATHER_IDENTITY,mother's forename,child's forname(s),mother's maiden surname,birth year,address,ID,MOTHER_BIRTH_RECORD_IDENTITY,notes,child's surname,marriage,year of parents' marriage,birth month
3905,2910,Philip,LABOURER'S WIFE,M,2935,14,Calton Campbeltown ,3905,DYER,944,,3905,Hernandez,,2,,944,1346,JANUARY,,,2935,Whelemina,William,Visser,1883,"1 Queen Street, Calton, Campbeltown",3905,2910,SYNTHETIC DATA PRODUCED USING VALIPOP,Hernandez,944,1871,MARCH
,3373,Angus,THROWER OF EARTHENWARE,M,2823,14,Mossneuk East Kilbride ,3907,VISITOR,1041,,,White,,11,,1041,,SEPTEMBER,,,2823,Mary Anne,David,Nguyen,1883,"1 Fairgrove Drive, Mossneuk, East Kilbride",3907,3373,SYNTHETIC DATA PRODUCED USING VALIPOP,White,1041,1880,JUNE
3909,3046,Angus,SAILOR MERCHANT SERVICE,M,3005,26,Girvan South Ayrshire,3909,PLUMBERS DAUGHTER,1009,,3909,Prochazka,,7,,1009,1226,OCTOBER,,,3005,Isabella,James,Visser,1883,"33 Knockcushan Street, Girvan, South Ayrshire",3909,3046,SYNTHETIC DATA PRODUCED USING VALIPOP,Prochazka,1009,1878,DECEMBER
,3110,William,IRON MINER,M,3145,9,Ellon Aberdeenshire,3911,DRESSMAKER,1034,,,Rojas,,31,,1034,,APRIL,,,3145,Agnes,James,WILLIAMS,1883,"23 Eilean Rise, Ellon, Aberdeenshire",3911,3110,SYNTHETIC DATA PRODUCED USING VALIPOP,Rojas,1034,1878,OCTOBER
3913,3166,James,LABOURER GENERAL,M,3237,3,Braeleny Farm Callander ,3913,SEWER,1043,,3913,Delic,,19,,1043,,SEPTEMBER,,,3237,Agnes,Archd,Soto,1883,"106 Glen Gardens, Braeleny Farm, Callander",3913,3166,SYNTHETIC DATA PRODUCED USING VALIPOP,Delic,1043,1880,MARCH
3915,3264,Patrick,PLOUGHMAN,M,3100,20,Wallacetown Ayr ,3915,FLAX MILL WORKER,1045,,3915,Sanchez,,26,,1045,1237,JUNE,,,3100,Agnes,Matthew,Garcia,1883,"1 Damside, Wallacetown, Ayr",3915,3264,SYNTHETIC DATA PRODUCED USING VALIPOP,Sanchez,1045,1881,JULY
3929,2698,Thomas,BLACKSMITH EMPLOYING 11 MEN & 11 BOYS,M,2650,9,,3929,SERVANT,825,,3929,Rojas,,3,,825,,JULY,,,2650,Janet,John,Markovic,1884,"87 Riverside Park, Highland",3929,2698,SYNTHETIC DATA PRODUCED USING VALIPOP,Rojas,825,1866,NOVEMBER
3931,2854,Walter,BAKER JOURNEYMAN,M,2849,20,Girvan South Ayrshire,3931, ,982,,3931,Garcia,,7,,982,,SEPTEMBER,,,2849,Mary,James,Paulauskas,1884,"735 Golf Course Road, Girvan, South Ayrshire",3931,2854,SYNTHETIC DATA PRODUCED USING VALIPOP,Garcia,982,1875,JUNE
3933,2910,Philip,LABOURER'S WIFE,M,2935,14,Calton Campbeltown ,3933,DYER,944,,3933,Hernandez,,2,,944,1267,JANUARY,,,2935,Whelemina,Thomas,Visser,1884,"1 Queen Street, Calton, Campbeltown",3933,2910,SYNTHETIC DATA PRODUCED USING VALIPOP,Hernandez,944,1871,MARCH
3935,3009,James,DAY LABOURER,M,2925,30,Highland,3935,WIDOW UNEMPLOYED,934,,3935,Paulauskas,,8,,934,,NOVEMBER,,,2925,Reka,Duncan,Mohamed,1884,"81 Glebe Park, Highland",3935,3009,SYNTHETIC DATA PRODUCED USING VALIPOP,Paulauskas,934,1869,NOVEMBER
3542,3009,James,SCHOLAR,F,2925,30,Highland,3542,SCHOLAR,934,,3542,Paulauskas,,15,,934,,NOVEMBER,,,2925,Reka,Sarah,Mohamed,1872,"81 Glebe Park, Highland",3542,3009,SYNTHETIC DATA PRODUCED USING VALIPOP,Paulauskas,934,1869,MARCH
3937,2988,Peter,DRUGGIST SHOPMAN,M,3001,15,Highland,3937,FARMER'S DAUR,992,,3937,Soto,,24,,992,1314,OCTOBER,,,3001,Maggie,James,Harutyunyan,1884,"89 Carbost Hall Road, Highland",3937,2988,SYNTHETIC DATA PRODUCED USING VALIPOP,Soto,992,1876,APRIL
,3372,Luke,COTTON & WORSTED DYER,M,3186,26,Linlithgow Bridge Linlithgow ,3939,DOMESTIC SERVANT,1051,,,Schmidt,,8,,1051,1304,MAY,,,3186,Anna,Thomas,Nguyen,1884,"102 Kettil'stoun Crescent, Linlithgow Bridge, Linlithgow",3939,3372,SYNTHETIC DATA PRODUCED USING VALIPOP,Schmidt,1051,1881,APRIL
3941,3072,Willia, ,M,2989,19,Scottish Borders,3941,DRESSMAKER,1022,,3941,Szabo,,25,,1022,1265,JANUARY,,,2989,Isabella,James,Markovic,1884,"1 Holmfoot, Scottish Borders",3941,3072,SYNTHETIC DATA PRODUCED USING VALIPOP,Szabo,1022,1879,MARCH
3943,3172,Liam,FARMER OF 40 AC,M,3477,29,Portsoy Aberdeenshire,3943, ,1035,,3943,Prochazka,,26,,1035,,OCTOBER,,,3477,Martha,John,Rivera,1884,"1 Shore Street, Portsoy, Aberdeenshire",3943,3172,SYNTHETIC DATA PRODUCED USING VALIPOP,Prochazka,1035,1878,SEPTEMBER
3945,3369,Victor,CABINET MAKER JOURNEYMAN,M,3008,21,Benrig Manse Scottish Borders,3945,DOMESTIC SERVANT,1053,,3945,Mohamed,,17,,1053,1277,OCTOBER,,,3008,Amy,John,Nguyen,1884,"2 Benrig Manse, Scottish Borders",3945,3369,SYNTHETIC DATA PRODUCED USING VALIPOP,Mohamed,1053,1880,OCTOBER
3947,3268,David,LABOURER IN IRON WORK,M,3085,26,Aberdeenshire,3947,COTTON WINDER,1011,,3947,Wozniak,,22,,1011,1334,JANUARY,,,3085,Jane,George,Li,1884,"1 Kinmonth Road, Aberdeenshire",3947,3268,SYNTHETIC DATA PRODUCED USING VALIPOP,Wozniak,1011,1880,SEPTEMBER
3961,2778,Matthew,MANAGER AT PRINTFIELD,M,2859,22,South Ayrshire,3961, ,918,,3961,Jones,,27,,918,,APRIL,,,2859,Maria,David,Soto,1885,"2183 Main Street, South Ayrshire",3961,2778,SYNTHETIC DATA PRODUCED USING VALIPOP,Jones,918,1868,JANUARY
3963,3278,Thomas,CARTER,M,2671,3,Troon South Ayrshire,3963, ,920,,3963,Szabo,,17,,920,1254,MARCH,,,2671,Isabella,William,Rossi,1885,"1 St Clair Terrace, Troon, South Ayrshire",3963,3278,SYNTHETIC DATA PRODUCED USING VALIPOP,Szabo,920,1869,FEBRUARY
,3011,Ethan,LABOURER,M,2980,22,Highland,3965, ,952,,,Greco,,14,,952,,NOVEMBER,,,2980,Chloe,Edward,Mohamed,1885,"1 Rha Bank, Highland",3965,3011,SYNTHETIC DATA PRODUCED USING VALIPOP,Greco,952,1870,JANUARY
,2992,William,STONE MASON,M,2997,23,Clackmannanshire,3967,HOUSEMAID,970,,,Visser,,26,,970,,FEBRUARY,,,2997,Catherine,James,Sepp,1885,Cabo Verde,3967,2992,SYNTHETIC DATA PRODUCED USING VALIPOP,Visser,970,1875,AUGUST
3540,3334,John,BRICK MAKER,F,2721,22,The Luggie Lauder ,3540, ,888,,3540,Sepp,,15,,888,1223,JULY,,,2721,Jessica,Jane,White,1872,"1 Thirlestane Drive, The Luggie, Lauder",3540,3334,SYNTHETIC DATA PRODUCED USING VALIPOP,Sepp,888,1866,APRIL
3969,3072,Willia,PAINTER (JOURNEYMAN),M,2989,19,Scottish Borders,3969,DRESSMAKER,1022,,3969,Szabo,,30,,1022,1394,JANUARY,,,2989,Isabella,Alfred,Markovic,1885,"1 Holmfoot, Scottish Borders",3969,3072,SYNTHETIC DATA PRODUCED USING VALIPOP,Szabo,1022,1879,JUNE
,3766,Tobias,BLACKSMITH,M,3765,7,,3971,SERV,999,,,Lindholm,,12,,999,,JUNE,,,3765,Emily,Henry,Gutu,1885,"1 St Ringan Drive, Castle Douglas, Dumfries and Galloway",3971,3766,SYNTHETIC DATA PRODUCED USING VALIPOP,Lindholm,999,1878,MAY
,3418,Archibald,SCHOLAR,M,3319,21,Dumfries and Galloway,3973,SCHOLAR,1060,,,Maisuradze,,11,,1060,1266,JANUARY,,,3319,Elizabeth,Angus,Rossi,1885,"55 The Hawthorns, Dumfries and Galloway",3973,3418,SYNTHETIC DATA PRODUCED USING VALIPOP,Maisuradze,1060,1885,MARCH
3991,2698,Thomas,BLACKSMITH EMPLOYING 11 MEN & 11 BOYS,M,2650,o,,3991,SERVANT,825,,3991,Rojas,,missing,,825,,JULY,,,2650,Janet,J?hn,Markovic,1886,"87 Riverside Park, Highland",3991,2698,SYNTHETIC DATA PRODUCED USING VALIPOP,Rojast,825,1866,OCTOBER
3993,3856,Ren, ,M,3855,23,,3993, ,1027,,3993,Rodriguez,,22,,1027,,JUNE,,,3855,Anna,John,Paulauskas,1886,"73 Croft Wynd, Moorlands, South Lanarkshire",3993,3856,SYNTHETIC DATA PRODUCED USING VALIPOP,Rodriguez,1027,1868,AUGUST
3995,3009,James,DAY LABOURER,M,2925,30,Highland,3995,WIDOW UNEMPLOYED,934,,3995,Paulauskas,,21,,934,,NOVEMBER,,,2925,Reka,George,Mohamed,1886,"81 Glebe Park, Highland",3995,3009,SYNTHETIC DATA PRODUCED USING VALIPOP,Paulauskas,934,1869,SEPTEMBER
3997,2996,James,RAIL LABOURER,M,3049,5,South Ayrshire,3997, ,983,,3997,Fernandez,,23,,983,,FEBRUARY,,,3049,Agnes,John,Hernandez,1886,"61 Young Crescent, South Ayrshire",3997,2996,SYNTHETIC DATA PRODUCED USING VALIPOP,Fernandez,983,1875,FEBRUARY
3999,3044,Charles,FISHERY OFFICER BD OF FISHERIES,M,2803,12,Bridge of Don Aberdeen City,3999,POTTER,1010,,3999,Szabo,,30,,1010,,JANUARY,,,2803,Grace,James,Kristiansen,1886,"49 Whitestripes Path, Bridge of Don, Aberdeen City",3999,3044,SYNTHETIC DATA PRODUCED USING VALIPOP,Szabo,1010,1877,AUGUST
4001,3172,Liam,PLOWMAN,M,3477,29,Portsoy Aberdeenshire,4001, ,1035,,4001,Prochazka,,28,,1035,,OCTOBER,,,3477,Martha,George,Rivera,1886,"1 Shore Street, Portsoy, Aberdeenshire",4001,3172,SYNTHETIC DATA PRODUCED USING VALIPOP,Prochazka,1035,1878,AUGUST
4003,3206,Arthur,PLOUGHMAN,M,3235,9,Kirkton Angus,4003, ,1067,,4003,Larsson,,7,,1067,,OCTOBER,,,3235,Lizzie,Henry,Brown,1886,"1 Corsar Croft, Kirkton, Angus",4003,3206,SYNTHETIC DATA PRODUCED USING VALIPOP,Larsson,1067,1882,NOVEMBER
3534,2740,Connor,STUDENT NORMAL SCHO ED,F,3279,11,Troon South Ayrshire,3534,PRINTER,894,,3534,Rossi,,1,,894,1131,MARCH,,,3279,Agnes,Margaret,Rasmussen,1872,"1 Henderson Road, Troon, South Ayrshire",3534,2740,SYNTHETIC DATA PRODUCED USING VALIPOP,Rossi,894,1866,JULY
4005,3511,Murdo,COACH PAINTER,M,2855,9,Borrowfield Montrose ,4005,CROFTER'S SERV,997,,4005,Guo,,24,,997,,OCTOBER,,,2855,Sofia,Angus,Shala,1886,"1 Mill Square, Borrowfield, Montrose",4005,3511,SYNTHETIC DATA PRODUCED USING VALIPOP,Guo,997,1879,MAY
4016,2720,Alexr,DRAINER,M,2697,16,Girnick Scottish Borders,4016,DRESSMAKER,943,,4016,Sepp,,2,,943,,AUGUST,,,2697,Janet,James,Hernandez,1887,"2 Girnick, Scottish Borders",4016,2720,SYNTHETIC DATA PRODUCED USING VALIPOP,Sepp,943,1873,APRIL
4017,2778,Matthew,MANAGER AT PRINTFIELD,M,2859,22,South Ayrshire,4017, ,918,,4017,Jones,,3,,918,,APRIL,,,2859,Maria,George,Soto,1887,"2183 Main Street, South Ayrshire",4017,2778,SYNTHETIC DATA PRODUCED USING VALIPOP,Jones,918,1868,JUNE
4019,3011,Ethan,LABOURER,M,2980,NOVEMBER,Highland,4019, ,952,missing,4019,Greco,,30,,952,,22,,,2980,Mohamed,Hugh,Chloe,1887,"1 Rha Bank, Highland",4019,3011,SYNTHETIC DATA PRODUCED USING VALIPOP,Grelo,952,missing,JULY
4021,3061,Joshua,RAILWAY LABOURER,M,3210,20,Warddykes Arbroath ,4021, ,933,,4021,Petrauskas,,7,,933,1437,FEBRUARY,,,3210,Ivana,Donald,Perera,1887,"1 Demondale Place, Warddykes, Arbroath",4021,3061,SYNTHETIC DATA PRODUCED USING VALIPOP,Petrauskas,933,1869,MARCH
,3978,Ryan,PUBLISHERS CLERK,M,3977,23,,4023, ,1062,,,Kobayashi,,7,,1062,,FEBRUARY,,,3977,Aada,Benjamin,Svensson,1887,"1 Mortonhall Park Grove, Liberton and District, City of Edinburgh",4023,3978,SYNTHETIC DATA PRODUCED USING VALIPOP,Kobayashi,1062,1875,FEBRUARY
4025,3086,Peter,MASON'S LABOURER,M,2933,7,Maybole South Ayrshire,4025,SEAMSTRESS,1072,,4025,Greco,,8,,1072,1309,DECEMBER,,,2933,A,Greco,Johan,1887,"172 Dailly Road, Maybole, Sourh Ayrshire",4025,3086,SYNTHETIC DATA PRODUCED USING VALIPOP,James,1072,1884,JUNE
4027,3072,Willia,PAINTER (JOURNEYMAN),M,2989,19,Scottish Borders,4027,DRESSMAKER,1022,,4027,Szabo,,11,,1022,1333,JANUARY,,,2989,Isabella,David,Markovic,1887,"1 Holmfoot, Scottish Borders",4027,3072,SYNTHETIC DATA PRODUCED USING VALIPOP,Szabo,1022,1879,AUGUST
,3114,James,BLACKSMITH,M,3173,31,Weensmoore Scottish Borders,4029, ,1073,,,Flores,,20,,1073,1281,MARCH,,,3173,Ellen,John,Garcia,1887,"2 Weensmoore, Scottish Borders",4029,3114,SYNTHETIC DATA PRODUCED USING VALIPOP,Flores,1073,1884,MARCH
,3110,William,IRON MINER,M,3145,9,Ellon Aberdeenshire,4031,DRESSMAKER,1034,,,Rojas,,23,,1034,,APRIL,,,3145,Agnes,John,WILLIAMS,1887,"23 Eilean Rise, Ellon, Aberdeenshire",4031,3110,SYNTHETIC DATA PRODUCED USING VALIPOP,Rojas,1034,1878,JUNE
3552,2464,George,WARDER,F,2127,9,Scottish Borders,3552, ,814,,3552,WILLIAMS,,11,,814,,JUNE,,,2127,Marie,Bella,Brown,1873,"2 Union Street, Scottish Borders",3552,2464,SYNTHETIC DATA PRODUCED USING VALIPOP,WILLIAMS,814,1857,NOVEMBER
4033,3296,John,JUTE WEAVER,M,2923,17,Highland,4033,POWER LOOM WEAVER,1059,,4033,Kovacevic,,29,,1059,1440,JANUARY,,,2923,Annie,Alexr,Kovalchuk,1887,"40 Ard Struan Road, Highland",4033,3296,SYNTHETIC DATA PRODUCED USING VALIPOP,Kovacevic,1059,1884,JUNE
4049,2910,Philip,LABOURER'S WIFE,M,2935,14,Calton Campbeltown ,4049,DYER,944,,4049,Hernandez,,24,,944,,JANUARY,,,2935,Whelemina,Henry,Visser,1888,"1 Queen Street, Calton, Campbeltown",4049,2910,SYNTHETIC DATA PRODUCED USING VALIPOP,Hernandez,944,1871,MARCH
4051,3002,James,PLOUGHMAN,M,3055,9,,4051,SEAMSTRESS,1050,illegitimate,4051,Rivera,,15,,1050,,DECEMBER,,,3055,Hannah,John,Fernandez,1888,"1 James Street, Stotfield, Lossiemouth",4051,3002,SYNTHETIC DATA PRODUCED USING VALIPOP,Rivera,1050,1889,JULY
,2996,James,HAMMERSMITH,M,3049,5,South Ayrshire,4053, ,983,,,Fernandez,,1,,983,,FEBRUARY,,,3049,Agnes,Matthew,Hernandez,1888,"61 Young Crescent, South Ayrshire",4053,2996,SYNTHETIC DATA PRODUCED USING VALIPOP,Fernandez,983,1875,DECEMBER
4055,3030,Alexander,FARMERS SON,M,2999,20,Braeleny Farm Stirling,4055, ,1080,,4055,Harutyunyan,,26,,1080,1368,AUGUST,,,2999,Ann,Robert,Greco,1888,"123 Lagrannoch Drive, Braeleny Farm, Stirling",4055,3030,SYNTHETIC DATA PRODUCED USING VALIPOP,Harutyunyan,1080,1885,DECEMBER
4057,3074,Thomas,AG OVERSEER,M,2987,29,Milnwood North Lanarkshire,4057,GENERAL SERVANT,1081,,4057,de Boer,,2,,1081,1360,DECEMBER,,,2987,Ann,James,Kristiansen,1888,"200 Clyde Drive, Milnwood, North Lanarkshire",4057,3074,SYNTHETIC DATA PRODUCED USING VALIPOP,de Boer,1081,1887,JUNE
4059,3369,Victor,MASONS LABOURER,M,3008,21,Benrig Manse Scottish Borders,4059,DOMESTIC SERVANT,1053,,4059,Mohamed,,29,,1053,1331,OCTOBER,,,3008,Amy,Andrew,Nguyen,1888,"2 Benrig Manse, Scottish Borders",4059,3369,SYNTHETIC DATA PRODUCED USING VALIPOP,Mohamed,1053,1880,JANUARY
,3298,Conor,STUDENT,M,3732,22,Allanbank Lauder ,4061, ,1082,,,Schroeder,,26,,1082,,SEPTEMBER,,,3732,Susan,Thomas,Larsson,1888,"1 South Gardens, Allanbank, Lauder",4061,3298,SYNTHETIC DATA PRODUCED USING VALIPOP,Schroeder,1082,1883,MAY
4063,3296,John,JUTE WEAVER,M,2923,17,Highland,4063,POWER LOOM WEAVER,1059,,4063,Kovacevic,,5,,1059,1374,JANUARY,,,2923,Annie,James,Kovalchuk,1888,"40 Ard Struan Road, Highland",4063,3296,SYNTHETIC DATA PRODUCED USING VALIPOP,Kovacevic,1059,1884,FEBRUARY
4065,3924,John,LAPPER,M,3109,25,Girvan South Ayrshire,4065, ,1085,,4065,WILLIAMS,,9,,1085,1332,AUGUST,,,3109,Alice,John,Jimenez,1888,"1 Ailsa Place, Girvan, South Ayrshire",4065,3924,SYNTHETIC DATA PRODUCED USING VALIPOP,WILLIAMS,1085,1886,OCTOBER
,2372,Walter,BREAD BAKER,F,2205,17,Castlehill West Dunbartonshire,3078, ,697,,,Fernandez,,11,,697,,MARCH,,,2205,Elif,Mary,Paulauskas,1857,"1 King's Way, Castlehill, West Dunbartonshire",3078,2372,SYNTHETIC DATA PRODUCED USING VALIPOP,Fernandez,697,1843,DECEMBER
3554,2414,Isaec,AG LAB,F,2754,11,Dalry Nortvh Ayrshire,3554, ,789,,3554,Flores,,missing,,789,,OCTOBER,,,2754,Georgina,Elizabeth,CONLLY,1873,"1 Garnock Street, Dalry, North Ayrshire",3554,2414,SYNTHETIC DATA PRODUCED USING VALIPOP,Flors,789,1851,NOVEMBER
4087,3046,Angus,HAND LOOM COTTON WEAVER,M,3005,26,Girvan South Ayrshire,4087, ,1009,,4087,Prochazka,,11,,1009,1313,OCTOBER,,,3005,Isabella,John,Visser,1889,"33 Knockcushan Street, Girvan, South Ayrshire",4087,3046,SYNTHETIC DATA PRODUCED USING VALIPOP,Prochazka,1009,1878,JUNE
4089,3332,Andersom,POTTER,M,3113,11,,4089, ,994,missing,4089,Robert,,16,,994,1388,AUGUST,,,3113,Ruby,Robe4t,White,1889,"1 Haughead, Scottish Borders",4089,3332,SYNTHETIC DATA PRODUCED USING VALIPOP,Anderson,994,1881,JULY
,3162,Thomas,LABOURER (AG),M,3047,20,,4091,POWER LOOM WEAVER,1044,,,Soto,,5,,1044,1464,NOVEMBER,,,3047,Jeannie,Harry,Mohamed,1889,"1 Cowden Road, Perth and Kinross",4091,3162,SYNTHETIC DATA PRODUCED USING VALIPOP,Soto,1044,1885,JANUARY
,3369,Victor,MASONS yABOURER,M,3008,OCTOBER,Benrig Manse Scottish Borders,4093,DOMESTIC SERVANT,1053,missing,,Mohamed,,18,,1053,1436,21,,,3008,Amy,Mohamed,Nkuyen,1889,"2 Benrig Manse, Scottish Borders",4093,3369,SYNTHETIC DATA PRODUCED USING VALIPOP,Geo,1053,1880,MAY
4095,3268,David,FLAX YARN BLEACHER (WASHER),M,3085,26,Aberdeenshire,4095,COTTON WINDER,1011,,4095,Wozniak,,23,1307,1011,,JANUARY,,,3085,Jane,William,Li,1889,"1 Kinmonth Road, Aberdeenshire",4095,3268,SYNTHETIC DATA PRODUCED USING VALIPOP,Wozniak,1011,1880,NOVEMBER
,3511,Murdo,COACH PAINTER,M,2855,9,Borrowfield Montrose ,4097,CROFTER'S SERV,997,,,Guo,,7,,997,,OCTOBER,,,2855,Sofia,Colin,Shala,1889,"1 Mill Square, Borrowfield, Montrose",4097,3511,SYNTHETIC DATA PRODUCED USING VALIPOP,Guo,997,1879,JULY
4114,2764,Alessandro,SUGARHOUSE LAB,M,3630,27,Borrowfield Montrose ,4114, ,1040,,4114,Gelashvili,,15,,1040,,JUNE,,,3630,Rose,James,Larsson,1890,"1 North Street, Borrowfield, Montrose",4114,2764,SYNTHETIC DATA PRODUCED USING VALIPOP,Gelashvili,1040,1882,JANUARY
4115,2854,Arnau,JEWELLER,M,3010,26,Dumfries and Galloway,4115, ,1098,,4115,Mohamed,,14,,1098,,JULY,,,3010,Mary,Adam,Paulauskas,1890,"121 Kirkhill, Dumfries and Galloway",4115,2854,SYNTHETIC DATA PRODUCED USING VALIPOP,Mohamed,1098,1887,JANUARY
4117,2948,Javier,GENERAL LAB,M,3480,16,Portree Highland,4117,LABOURERS WIFE,960,,4117,Larsson,,20,,960,1298,JUNE,,,3480,Isabella,William,Soto,1890,"1 Fladda Crescent, Portree, Highland",4117,2948,SYNTHETIC DATA PRODUCED USING VALIPOP,Larsson,960,1873,MARCH
4119,3004,John,BRICK MAKER,M,3045,3,Highland,4119,HOUSEKEEPER,1066,missing,4119,Mohmmet,,9,,1066,1315,SEPTEMBER,,,3045,Jean,James,Rodrig?es,1890,"1 Londubh Road, Highkand",4119,3004,SYNTHETIC DATA PRODUCED USING VALIPOP,Mohamed,1066,1883,JUNE
3556,2506,Robin,FRENCH POLISHER,F,3118,15,,3556, ,938,,3556,Robinson,,27,,938,,OCTOBER,,,3118,Elesebeth,Margt,Williams,1873,"12 Brunston Avenue, South Ayrshire",3556,2506,SYNTHETIC DATA PRODUCED USING VALIPOP,Robinson,938,1873,JULY
4121,2988,Peter,PLASTERER,M,3001,15,Highland,4121, ,992,,4121,Soto,,5,,992,,OCTOBER,,,3001,Maggie,James,Harutyunyan,1890,"89 Carbost Hall Road, Highland",4121,2988,SYNTHETIC DATA PRODUCED USING VALIPOP,Soto,992,1876,AUGUST
,3032,John,COAL MINER,M,2737,29,Braeleny Farm Callander ,4123,LINEN WEAVER,971,,,Novak,,23,,971,1359,MAY,,,2737,Margaret,James,Anderson,1890,"2 Glen Gardens, Braeleny Farm, Callander",4123,3032,SYNTHETIC DATA PRODUCED USING VALIPOP,Novak,971,1874,MAY
4125,3074,Thomas,AG OVERSEER,M,2987,29,Milnwood North Lanarkshire,4125,GENERAL SERVANT,1081,,4125,de Boer,,17,,1081,1337,DECEMBER,,,2987,Ann,Andrew,Kristiansen,1890,"200 Clyde Drive, Milnwood, North Lanarkshire",4125,3074,SYNTHETIC DATA PRODUCED USING VALIPOP,de Boer,1081,1887,DECEMBER
,3766,Tobias,BLACKSMITH,M,3765,7,,4127, ,999,,,Lindholm,,21,,999,,JUNE,,,3765,Emily,John,Gutu,1890,"1 St Ringan Drive, Castle Douglas, Dumfries and Galloway",4127,3766,SYNTHETIC DATA PRODUCED USING VALIPOP,Lindholm,999,1878,OCTOBER
,3174,George,AG LAB,M,2825,4,Aberfeldy Perth and Kinross,4129,DOMESTIC SERVANT,1100,,,Grech,,15,,1100,1335,DECEMBER,,,2825,Christina,John,Jones,1890,"12 Duntaylor Avenue, Aberfeldy, Perth and Kinross",4129,3174,SYNTHETIC DATA PRODUCED USING VALIPOP,Grech,1100,1887,MARCH
,3204,Robin,BLACKSMITH,M,3549,24,Highland,4131,HAND LOOM CANVAS WEAVER,1092,,,Kiss,,13,,1092,,JANUARY,,,3549,Mary,Will,Wozniak,1890,"3 Bail Ur, Highland",4131,3204,SYNTHETIC DATA PRODUCED USING VALIPOP,Kiss,1092,1886,JULY
,3511,Murdo,BLEACHER,M,2855,9,Borrowfield Montrose ,4133,CROFTER'S SERV,997,,,Guo,,17,,997,,OCTOBER,,,2855,Sofia,Thos,Shala,1890,"1 Mill Square, Borrowfield, Montrose",4133,3511,SYNTHETIC DATA PRODUCED USING VALIPOP,Guo,997,1879,JUNE
4135,3324,Hugh,CLERK,M,3303,20,,4135,AG LAB,1101,,4135,Markovic,,20,,1101,1435,JULY,,,3303,Annie,William,Harutyunyan,1890,"2 Braehouse, Scottish Borders",4135,3324,SYNTHETIC DATA PRODUCED USING VALIPOP,Markovic,1101,1891,OCTOBER
4137,3352,James,COALMINER,M,3381,11,Bridge of Don Aberdeen City,4137,DAIRYMAID,1102,,4137,Nguyen,,14,,1102,1321,FEBRUARY,,,3381,Ellen,John,Delic,1890,"134 Fairview Grange, Bridge of Don, Aberdeen City",4137,3352,SYNTHETIC DATA PRODUCED USING VALIPOP,Nguyen,1102,1888,OCTOBER
4153,3032,John,COAL MINER,M,2737,29,Braeleny Farm Callander ,4153,LINEN WEAVER,971,,4153,Novak,,8,,971,,MAY,,,2737,Margaret,Patrick,Anderson,1891,"2 Glen Gardens, Braeleny Farm, Callander",4153,3032,SYNTHETIC DATA PRODUCED USING VALIPOP,Novak,971,1874,OCTOBER
3558,2538,Samuel,SHOE MAKER,F,2863,27,South Ayrshire,3558,BLEACHER,824,,3558,Jones,,29,,824,,APRIL,,,2863,Kate,Netta,Bolkvadze,1873,"1 Cairnhill Place, South Ayrshire",3558,2538,SYNTHETIC DATA PRODUCED USING VALIPOP,Jones,824,1859,APRIL
4155,3112,Lachlan,PLOUGHMAN,M,2959,31,Kaimhill Aberdeen City,4155,FLAX POWER LOOM WEAVER,1108,,4155,Wa5anabe,,27,,1108,1336,JULY,,,2959,Rodriguez,Jamest,Mary,1891,"1 Deeside Lane, Kaimhill, ?berdeen City",4155,3112,SYNTHETIC DATA PRODUCED USING VALIPOP,Watanabe,1108,1888,FEBRUARY
,3110,William, ,M,3145,9,Ellon Aberdeenshire,4157,WHITE FISHER WIFE,1034,,,Rojas,,18,,1034,,APRIL,,,3145,Agnes,David,WILLIAMS,1891,"23 Eilean Rise, Ellon, Aberdeenshire",4157,3110,SYNTHETIC DATA PRODUCED USING VALIPOP,Rojas,1034,1878,NOVEMBER
,3204,Robin,BLACKSMITH,M,3549,24,Highland,4159,HAND LOOM CANVAS WEAVER,1092,,,Kiss,,25,,1092,,JANUARY,,,3549,Mary,George,Wozniak,1891,"3 Bail Ur, Highland",4159,3204,SYNTHETIC DATA PRODUCED USING VALIPOP,Kiss,1092,1886,JANUARY
4161,3369,Victor,MASONS LABOURER,M,3008,21,Benrig Manse Scottish Borders,4161,DOMESTIC SERVANT,1053,,4161,Mohamed,,16,,1053,,OCTOBER,,,3008,Amy,David,Nguyen,1891,"2 Benrig Manse, Scottish Borders",4161,3369,SYNTHETIC DATA PRODUCED USING VALIPOP,Mohamed,1053,1880,FEBRUARY
4163,3346,Kenneth,RAILWAY LAB,M,3143,23,Annan Dumfries and Galloway,4163,GOVERNESS TO FAMILY,1103,,4163,Jones,,3,,1103,1459,DECEMBER,,,3143,Catherine,Frances,Maisuradze,1891,"1 Preston Gardens, Annan, Dumfries and Galloway",4163,3346,SYNTHETIC DATA PRODUCED USING VALIPOP,Jones,1103,1886,MARCH
