ID,day,month,year,place of marriage,forename of groom,surname of groom,occupation of groom,marital status of groom,age of groom,address of groom,forename of bride,surname of bride,occupation of bride,marital status of bride,age of bride,address of bride,groom's father's forename,groom's father's surname,groom's father's occupation,if groom's father deceased,groom's mother's forename,groom's mother's maiden surname,if groom's mother deceased,bride's father's forename,bride's father's surname,bride's father's occupation,if bride's father deceased,bride's mother's forename,bride's mother's maiden surname,if bride's mother deceased,notes1,gdeath,bdeath,GROOM_IDENTITY,BRIDE_IDENTITY,GROOM_MOTHER_IDENTITY,GROOM_FATHER_IDENTITY,BRIDE_MOTHER_IDENTITY,BRIDE_FATHER_IDENTITY,GROOM_BIRTH_RECORD_IDENTITY,BRIDE_BIRTH_RECORD_IDENTITY,GROOM_FATHER_BIRTH_RECORD_IDENTITY,GROOM_MOTHER_BIRTH_RECORD_IDENTITY,BRIDE_FATHER_BIRTH_RECORD_IDENTITY,BRIDE_MOTHER_BIRTH_RECORD_IDENTITY
1155,12,JANUARY,1896,"South Ayrshire",Edward,Visser,SLATER,B,35,"1 Scaurs, Jedburgh, Scottish Borders",Jane,Brown,DRESS MAKER,D,29,"1 Leonard Gardens, Northbank Farm Steadings, Fife",Edward,Visser,GARDINER,,Ann,Harutyunyan,,Harry,Brown,FISH CURER,,Jane,Hernandez,,SYNTHETIC DATA PRODUCED USING VALIPOP,3111,3300,3111,3300,2334,2079,2534,2463,3111,3300,2079,2334,2463,2534
1156,10,APRIL,1896,"Allanbank Lauder ",Jozef,Nguyen,AG LAB,B,32,"1 Underbank, Largs, North Ayrshire",Mary,Carvalho,HACKER WIFE,S,26,"1589 Castle Road, South Ayrshire",Vytautas,Nguyen,CHELSEA PENSIONER,,Hannah,Ozdemir,,Jeremy,Carvalho,IRON MINER,,Margaret,Hernandez,,SYNTHETIC DATA PRODUCED USING VALIPOP,3370,3364,3370,3364,3367,3366,2746,2584,3370,3364,3366,3367,2584,2746
1157,25,JULY,1896,,William,Bonik,WHITWRIGHT,B,26,"1 Glenwell Avenue, Stranraer, Dumfries and Galloway",Mary,Thill,FISHERWOMAN,S,22,"1 Glenwell Avenue, Stranraer, Dumfries and Galloway",Nojus,Bonik,FARMER OF 60 ACRES EMPLOYING 1 BOY,,Janet,Rivera,,Thomas,Thill,BASKET MAKER,,Johanna,Soto,,SYNTHETIC DATA PRODUCED USING VALIPOP,3523,3614,3523,3614,2536,2976,2644,2637,3523,3614,2976,2536,2637,2644
1158,10,MARCH,1896,"Dumfries and Galloway",James,Visser,TINKER,B,35,"1 Scaurs, Jedburgh, Scottish Borders",Catherine,Jones,SCHOLAR,S,16,"2183 Main Street, South Ayrshire",Edward,Visser,GARDINER,,Ann,Harutyunyan,,Matthew,Jones,FISHERMAN,,Maria,Soto,,SYNTHETIC DATA PRODUCED USING VALIPOP,3053,3616,3053,3616,2334,2079,2778,2859,3053,3616,2079,2334,2859,2778
1159,7,JULY,1896,,Conor,Demir,SCHOLAR,B,19,"1 Rowan Road, Soroba, Oban",Julia,Bouchard,SCHOLAR,S,17,"1 Rowan Road, Soroba, Oban",Martin,Demir, ,,Laia,,,Aaron,Bouchard,ADVOCATE (ABERDEEN),,Natalie,Perez,,SYNTHETIC DATA PRODUCED USING VALIPOP,4141,3885,4141,3885,4140,4139,3884,3883,4141,3885,4139,4140,3883,3884
1160,23,JUNE,1896,,Robert,Petrauskas,FORESTERS LAB,B,27,"1 Tulloch, Perth and Kinross",Katrin,Rodriguez, ,S,18,"1 Tulloch, Perth and Kinross",Joshua,Petrauskas,PLOUGHMAN,,Ivana,Perera,,Enzo,Rodriguez,WOOLEN WEAVER,,Maria,Kiss,,SYNTHETIC DATA PRODUCED USING VALIPOP,3541,4205,3541,4205,3061,3210,4200,4199,3541,4205,3210,3061,4199,4200
1163,5,JUNE,1897,"Northbank Farm Steadings St Andrews ",Gabriel,Kovacevic,COTTON HANDLOOM WEAVER,B,28,"1 East Broomhill, West Calder, West Lothian",Mary,Sanchez, ,S,35,"1 Geisher Road, Braeleny Farm, Stirling",Fabian,Kovacevic, ,,Ella,,,John,Sanchez,SCHOLAR,,Jane,Hernandez,,SYNTHETIC DATA PRODUCED USING VALIPOP,3599,3144,3599,3144,3598,3597,2534,2633,3599,3144,3597,3598,2633,2534
1164,8,NOVEMBER,1897,,Joshua,Santana,FARM SERVANT,D,30,"1 Carmona Drive, West Dunbartonshire",Regina,Jimenez, ,S,34,"1 Denfield Drive, Cardenden, Fife",Connor,Santana,FARMER OF 17 ACRES,,Irena,Santos,,Dylan,Jimenez, ,,Sophie,,,SYNTHETIC DATA PRODUCED USING VALIPOP,3816,3926,3816,3926,3812,3811,3923,3922,3816,3926,3811,3812,3922,3923
1165,12,JUNE,1897,"Mauchline East Ayrshire",James,Smith,LABOURER AT IRON WORKS,B,26,"1 Plainfield Terrace, Monksford House, Scottish Borders",Jane,Jones,DOMESTIC SERVT,S,25,"1 Cairnhill Place, South Ayrshire",Hugh,Smith,LABOURER,,Catherine,CONLLY,,Samuel,Jones,FARMER OF 6 ACRES,,Kate,Bolkvadze,,SYNTHETIC DATA PRODUCED USING VALIPOP,3383,3386,3383,3386,2392,2367,2538,2863,3383,3386,2367,2392,2863,2538
1169,26,APRIL,1898,"Clackmannanshire",Davide,Santos,FISHERMAN,W,39,"1 Stories Park, Woodlaw, East Lothian",Isabella,Schroeder,AG LAB,W,32,"3 Old St. Andrews Road, Rummond, Fife",Aaron,Ceferov, ,,Petra,,,William,Schroeder,LANDED PROPRIETOR,,Fatma,Rossi,,SYNTHETIC DATA PRODUCED USING VALIPOP,4007,3302,4007,3302,4013,4012,3281,2669,4007,3302,4012,4013,2669,3281
1170,14,MARCH,1898,"Stranraer Dumfries and Galloway",Wm,Bonik,GROCER,B,29,"1 Gretenhow, Gretna, Dumfries and Galloway",Agnes,Sanchez,COTTON FACTORY WORKER,S,27,"1 Holmhead Crescent, Holmhead, East Ayrshire",Nojus,Bonik,LINEN WEAVER,,Janet,Rivera,,Adam,Sanchez,AGRICALL LAB,,Catherine,Williams,,SYNTHETIC DATA PRODUCED USING VALIPOP,3357,3388,3357,3388,2536,2976,2636,2730,3357,3388,2976,2536,2730,2636
1171,21,NOVEMBER,1898,"Blackhouse Peterhead ",James,Bonik,PUDDLER,B,32,"1 Gretenhow, Gretna, Dumfries and Galloway",Emma,Sanchez,COTTON FACTORY WORKER,W,25,"38 Raonmor, Highland",Nojus,Bonik,FARMER OF 60 ACRES EMPLOYING 1 BOY,,Janet,Rivera,,Mathias,Sanchez,WRIGHT,,Aada,Ibrahimovic,,SYNTHETIC DATA PRODUCED USING VALIPOP,3265,4108,3265,4108,2536,2976,4106,4105,3265,4108,2976,2536,4105,4106
1172,20,DECEMBER,1898,"East Lothian",Donald,Schroeder,SHOE MAKER JOURN,B,24,"1 The Avenue, Three Bridges, Inveraray",Elizabeth,Jones,MILLINER,S,21,"1 North Street, Borrowfield, Montrose",William,Schroeder,LANDED PROPRIETOR,,Fatma,Rossi,,James,Jones,TAYLOR,,Rose,Larsson,,SYNTHETIC DATA PRODUCED USING VALIPOP,3501,3590,3501,3590,3281,2669,2764,2881,3501,3590,2669,3281,2881,2764
1173,27,NOVEMBER,1898,"East Lothian",Lorenzo,Hansen,SCHOLAR,B,18,"1 Ashgrove Road, Shirrel, Bellshill",Caroline,Greco,SCHOLAR,S,20,"1 Rha Bank, Highland",Eetu,Hansen, ,,Catarina,,,Ethan,Greco,LABOURER,,Chloe,Mohamed,,SYNTHETIC DATA PRODUCED USING VALIPOP,3810,3620,3810,3620,3809,3808,3011,2980,3810,3620,3808,3809,2980,3011
1177,26,MARCH,1899,"The Holmes Scottish Borders",Daniel,Rossi,WRITERS CLERK,B,22,"1 Henderson Road, Troon, South Ayrshire",Alba,Martinez,AG LABOURER,S,26,"1 Cunninghar Road, Jessiehill Cottages, West Lothian",Connor,Rossi,PLOUGHMAN,,Agnes,Rasmussen,,Carlos,Martinez,FARM SERVT,,Amy,Bruno,,SYNTHETIC DATA PRODUCED USING VALIPOP,3563,3660,3563,3660,2740,3279,3658,3657,3563,3660,3279,2740,3657,3658
1178,12,AUGUST,1899,"Allanbank Lauder ",John,Brown,PLOUGHMAN,B,25,"1 Geisher Road, Braeleny Farm, Stirling",Noemie,Iliev,DOMESTIC SERV NURSE,S,20,"1 Semple Avenue, Renfrewshire",Harry,Brown,WINE MERCHANT,,Jane,Hernandez,,Aleksi,Iliev, ,,Venla,Butkus,,SYNTHETIC DATA PRODUCED USING VALIPOP,3497,4305,3497,4305,2534,2463,4302,4301,3497,4305,2463,2534,4301,4302
1179,18,NOVEMBER,1899,"Troon South Ayrshire",Lukas,Kobayashi, ,B,18,"1 Park Road, Brownsburn, North Lanarkshire",Christina,Sepp,TOBACO BOY,S,19,"1 Thirlestane Drive, The Luggie, Lauder",Matthew,Kobayashi, ,,Mitsuki,,,John,Sepp,FISHERMAN,,Jessica,White,,SYNTHETIC DATA PRODUCED USING VALIPOP,4145,3714,4145,3714,4143,4142,3334,2721,4145,3714,4142,4143,2721,3334
1184,5,NOVEMBER,1900,"Castle Douglas Dumfries and Galloway",Colin,Garcia,FARMER'S SON,B,25,"2 Grubbit Mill, Scottish Borders",Elizabeth,Anderson, ,W,35,"1 Merrick Terrace, Dumfries and Galloway",James,Garcia,CANDYROCK MANUFACTURER & ROG GATHERER,,Ester,Smith,,Benjamin,Anderson,COTTON WEAVER,,Margaret,Rivera,,SYNTHETIC DATA PRODUCED USING VALIPOP,3529,3234,3529,3234,2666,2451,2412,2915,3529,3234,2451,2666,2915,2412
1185,22,JULY,1900,"Annan Dumfries and Galloway",Eduardo,Babic,CLERK PRINTING OFFICE,B,22,"1 Craigvale Court, Georgetown, Dumfries and Galloway",Bridget,Szabo,GENERAL SERVANT,S,28,"2 Millbank Road, Stranraer, Dumfries and Galloway",Jack,Babic, ,,Emily,,,Tomas,Szabo,CROFTER FARMING 4 AC,,Ann,Larsson,,SYNTHETIC DATA PRODUCED USING VALIPOP,3653,3444,3653,3444,3652,3651,2602,2238,3653,3444,3651,3652,2238,2602
1187,3,MARCH,1900,"Kingsmuir Peebles ",Patrick,Nguyen,FARM SERV,B,30,"1 Underbank, Largs, North Ayrshire",Jane,Sepp,MILLINER,S,24,"1 Thirlestane Drive, The Luggie, Lauder",Vytautas,Nguyen,WRITER IN GLASGOW,,Hannah,Ozdemir,,John,Sepp,FISHERMAN,,Jessica,White,,SYNTHETIC DATA PRODUCED USING VALIPOP,3368,3508,3368,3508,3367,3366,3334,2721,3368,3508,3366,3367,2721,3334
1188,14,NOVEMBER,1900,"South Ayrshire",Walter,Bonik,SCHOLAR,B,20,"1 Gretenhow, Gretna, Dumfries and Galloway",Mary,Garcia, ,S,19,"121 Kirkhill, Dumfries and Galloway",Nojus,Bonik,FARMER OF 60 ACRES EMPLOYING 1 BOY,,Janet,Rivera,,Walter,Garcia,BAKER JOURNEYMAN,,Mary,Paulauskas,,SYNTHETIC DATA PRODUCED USING VALIPOP,3669,3712,3669,3712,2536,2976,2854,2849,3669,3712,2976,2536,2849,2854
1189,24,NOVEMBER,1900,"The Lees Scottish Borders",William,Carvalho,PLOUGHMAN,B,27,"1589 Castle Road, South Ayrshire",Annette,Lopez,SCHOLAR,S,19,"1 Lady Margaret Drive, South Ayrshire",Jeremy,Carvalho,PAROCHIAL SCHOOLMASTER,,Margaret,Hernandez,,Lukas,Lopez,AG LAB,,Annie,Celik,,SYNTHETIC DATA PRODUCED USING VALIPOP,3503,3710,3503,3710,2746,2584,2798,2891,3503,3710,2584,2746,2891,2798
1190,27,MAY,1900,"Na h-Eileanan Siar",James,Larsson,DOCK LAB,B,32,"1 Keltie Bridge, Braeleny Farm, Stirling",Marie,Sanchez,SCHOLAR,S,19,"1 Moray View Court, Moray",George,Larsson,AUGR LABOURER,,Ana,Flores,,Mathias,Sanchez,WRIGHT,,Aada,Ibrahimovic,,SYNTHETIC DATA PRODUCED USING VALIPOP,3321,4107,3321,4107,2752,2639,4106,4105,3321,4107,2639,2752,4105,4106
1191,16,AUGUST,1900,"Kirkton Angus",George,Carvalho,SHIP CARPENTER,B,23,"1589 Castle Road, South Ayrshire",Isabella,Soto, ,S,16,"1 Cowden Road, Perth and Kinross",Jeremy,Carvalho,PAROCHIAL SCHOOLMASTER,,Margaret,Hernandez,,Thomas,Soto,CATTLE DEALER,,Jeannie,Mohamed,,SYNTHETIC DATA PRODUCED USING VALIPOP,3677,3914,3677,3914,2746,2584,3162,3047,3677,3914,2584,2746,3047,3162
1192,8,MARCH,1900,"East Meetings Fife",John,Gelashvili,SCHOLAR,B,16,"1 North Street, Borrowfield, Montrose",Emily,Santos,SCHOLAR,S,16,"1 Benview Terrace, Clackmannanshire",Alessandro,Gelashvili,FARM LABOURER,,Rose,Larsson,,Davide,Santos,SUGAR BOILER,,Katerina,Gospodinov,,SYNTHETIC DATA PRODUCED USING VALIPOP,3901,4009,3901,4009,2764,3630,4008,4007,3901,4009,3630,2764,4007,4008
1197,1,FEBRUARY,1901,"Hillpark Bannockburn ",Mikkel,Nguyen,DEALER,B,48,"1 Underbank, Largs, North Ayrshire",Caroline,Greco, ,D,25,"128 The Glebe, East Lothian",Vytautas,Nguyen,WRITER IN GLASGOW,,Hannah,Ozdemir,,Ethan,Greco,LABOURER,,Chloe,Mohamed,,SYNTHETIC DATA PRODUCED USING VALIPOP,3374,3620,3374,3620,3367,3366,3011,2980,3374,3620,3366,3367,2980,3011
1203,4,JUNE,1902,"Grubbit Mill Scottish Borders",Thomas,Sanchez,BIG DEALER,B,36,"1 Holmhead Crescent, Holmhead, East Ayrshire",Mary Grace,Schroeder,GARDENERS WIFE,S,33,"1 Blaeloch Drive, Simshill, Glasgow City",Adam,Sanchez,AGRICALL LAB,,Catherine,Williams,,Aaron,Schroeder,SHEPHERD,,Marie,Vasquez,,SYNTHETIC DATA PRODUCED USING VALIPOP,3269,3731,3269,3731,2636,2730,3726,3725,3269,3731,2730,2636,3725,3726
1204,22,APRIL,1902,,Lorenzo,Hansen,LINEN WEAVER,D,25,"1 Park Drive, Hillpark, Bannockburn",Ann,Jones,LINEN WARPER,S,31,"2 Common Road, Cellardyke, Fife",Eetu,Hansen, ,,Catarina,,,Matthew,Jones,PROPRIETOR OF HORSES EMPLOYING 1 GROOM,,Maria,Soto,,SYNTHETIC DATA PRODUCED USING VALIPOP,3810,3504,3810,3504,3809,3808,2778,2859,3810,3504,3808,3809,2859,2778
1205,27,AUGUST,1902,"Plantation Highland",John,Jones,AP,B,23,"1 North Street, Borrowfield, Montrose",Elizabeth,Hernandez,HOUSEHOLD WORK,S,24,"1 Queen Street, Calton, Campbeltown",James,Jones,TAYLOR,,Rose,Larsson,,Philip,Hernandez,JOURNEYMAN MASON,,Whelemina,Visser,,SYNTHETIC DATA PRODUCED USING VALIPOP,3617,3594,3617,3594,2764,2881,2910,2935,3617,3594,2881,2764,2935,2910
1207,18,AUGUST,1902,,Robert,Wozniak,TYPE FOUNDER,B,31,"32 Eigie Close, Aberdeenshire",Ann,Rossi,GENERAL SERV,S,32,"32 Eigie Close, Aberdeenshire",David,Wozniak,FLAX YARN BLEACHER (WASHER),,Jane,Li,,Connor,Rossi,AGR LAB,,Agnes,Rasmussen,,SYNTHETIC DATA PRODUCED USING VALIPOP,3803,3790,3803,3790,3268,3085,2740,3279,3803,3790,3085,3268,3279,2740
1208,14,JUNE,1902,"Scaurs Jedburgh ",John,Wozniak,RAILWAY LABOURER,B,21,"1 School Lane, Balbinny, Angus",Mary,Jones,SCHOLAR,S,17,"2183 Main Street, South Ayrshire",Duncan,Wozniak,FARMER OF 40 ACRES EMPLOYING 1 MAN & 1 WOMAN,,Kate,Garcia,,Matthew,Jones,FISHERMAN,,Maria,Soto,,SYNTHETIC DATA PRODUCED USING VALIPOP,3666,3794,3666,3794,2416,2439,2778,2859,3666,3794,2439,2416,2859,2778
1210,31,DECEMBER,1902,"Glenburn Hall Jedburgh ",John,Rossi,JOINER,B,25,"1 Whitehaugh View, West End, Scottish Borders",Mary,Soto,SCHOLAR,S,20,"22 Kildoon Drive, Maybole, South Ayrshire",Jozef,Rossi,GARDENER DOMESTIC SERV,,Ann,Schroeder,,Wm,Soto,LABEROUR,,Isobella,Rojas,,SYNTHETIC DATA PRODUCED USING VALIPOP,3613,3796,3613,3796,2640,3280,2912,2829,3613,3796,3280,2640,2829,2912
1216,3,JANUARY,1903,"Biggar South Lanarkshire",Nikolaj,Sousa,MASON,B,28,"1 Dunvegan Place, Stewartfield, East Kilbride",Alba,Martinez, ,D,31,"1 Highpark Road, South Ayrshire",Lukas,Sousa, ,,Camille,,,Carlos,Martinez,COTTON WEAVER,,Amy,Bruno,,SYNTHETIC DATA PRODUCED USING VALIPOP,3918,3660,3918,3660,3917,3916,3658,3657,3918,3660,3916,3917,3657,3658
1217,2,AUGUST,1903,"Crail Fife",James,Schroeder,BRICKLAYERS LABOURER,B,30,"1 The Avenue, Three Bridges, Inveraray",Alicia,Zarins,DRESS MAKER,S,24,"1 Kinnaird Place, Cherrybank, Perth and Kinross",William,Schroeder,LANDED PROPRIETOR,,Fatma,Rossi,,Ethan,Zarins, ,,Fanni,,,SYNTHETIC DATA PRODUCED USING VALIPOP,3467,3656,3467,3656,3281,2669,3655,3654,3467,3656,2669,3281,3654,3655
1218,27,JUNE,1903,"Aberdeenshire",David,Larsson,SCHOLAR,B,19,"40 Ard Struan Road, Highland",Eva,Martinez,DOM SER,W,24,"1 Wood Road, Troon, South Ayrshire",Alexander,Larsson,FARMER OF 4 ACRES,,Mathilda,Brown,,Carlos,Martinez,COTTON WEAVER,,Amy,Bruno,,SYNTHETIC DATA PRODUCED USING VALIPOP,3845,3659,3845,3659,3266,2929,3658,3657,3845,3659,2929,3266,3657,3658
1223,4,APRIL,1904,"South Ayrshire",Jake,Santana,AG LAB,B,34,"1 Broompark Road, Calderwood, East Calder",Jane,Sepp,SHAWL FRINGER,S,29,"1 Thirlestane Drive, The Luggie, Lauder",Connor,Santana,FARMER OF 17 ACRES,,Irena,Santos,,John,Sepp,FISHERMAN,,Jessica,White,,SYNTHETIC DATA PRODUCED USING VALIPOP,3817,3540,3817,3540,3812,3811,3334,2721,3817,3540,3811,3812,2721,3334
1224,21,JANUARY,1904,"Soroba Oban ",Arthur,Larsson,MATE,W,38,"1 Corsar Croft, Kirkton, Angus",Jane,Rojas,ROPE SPINNER,S,21,"87 Riverside Park, Highland",George,Larsson,AUGR LABOURER,,Ana,Flores,,Thomas,Rojas,BLACKSMITH,,Janet,Markovic,,SYNTHETIC DATA PRODUCED USING VALIPOP,3235,3744,3235,3744,2752,2639,2698,2650,3235,3744,2639,2752,2650,2698
1225,30,JUNE,1904,"Northbank Farm Steadings St Andrews ",Lukas,Tkachenko,MERCHANT CLERK,B,23,"1 Balcastle Road, Holehousemuir, Falkirk",Ellen,Novak,SCHOLAR,S,17,"2 Glen Gardens, Braeleny Farm, Callander",Julen,Tkachenko, ,,Mateja,Hernandez,,John,Novak,LABOURER,,Margaret,Anderson,,SYNTHETIC DATA PRODUCED USING VALIPOP,4040,3878,4040,3878,4036,4035,3032,2737,4040,3878,4035,4036,2737,3032
1226,15,DECEMBER,1904,"Northbank Farm Steadings St Andrews ",James,Prochazka, ,B,17,"1 North Wolridge Gardens Lane, Aberdeenshire",Christina,Novak,SCHOLAR,S,17,"2 Glen Gardens, Braeleny Farm, Callander",Angus,Prochazka,LABOURER,,Isabella,Visser,,John,Novak,LABOURER,,Margaret,Anderson,,SYNTHETIC DATA PRODUCED USING VALIPOP,3909,3908,3909,3908,3046,3005,3032,2737,3909,3908,3005,3046,2737,3032
1232,20,MAY,1905,"Buailledubh Na h-Eileanan Siar",James,Morozov,A B SEAMAN,B,25,"1 Carnegie Place, Coplandhill, Aberdeenshire",Lilly,Paulauskas,DRESS MAKER,S,26,"1 Morven Crescent, Blackhouse, Peterhead",Daniel,Morozov,TAILOR (MASTER),,Ann,Prochazka,,James,Paulauskas,DAY LABOURER,,Reka,Mohamed,,SYNTHETIC DATA PRODUCED USING VALIPOP,3665,3650,3665,3650,2390,3155,3009,2925,3665,3650,3155,2390,2925,3009
1233,2,FEBRUARY,1905,"Buckie Moray",John,Harutyunyan,SHOEMAKER,B,23,"3 Ailsa Place, Girvan, South Ayrshire",Margory,Rivera,POWER LOOM WEAVER,S,23,"1 Side Road, Highland",Francis,Harutyunyan,LABOURER AT COAL PIT,,Polly,Larsson,,James,Rivera,ARTIST PHOTOGRAPHIC,,Mathilda,Brown,,SYNTHETIC DATA PRODUCED USING VALIPOP,3755,3760,3755,3760,3000,2907,3266,3055,3755,3760,2907,3000,3055,3266
1234,12,DECEMBER,1905,,Daniel,Rossi,GROCER,D,43,"1 Hamilton Place, The Holmes, Scottish Borders",Isabella,Watanabe, ,S,37,"1 Dalmilling, South Ayrshire",Connor,Rossi,AGR LAB,,Agnes,Rasmussen,,Lachlan,Watanabe,AG LAB,,Amy,Liepins,,SYNTHETIC DATA PRODUCED USING VALIPOP,3563,3750,3563,3750,2740,3279,3398,2959,3563,3750,3279,2740,2959,3398
1235,25,JUNE,1905,"East Ayrshire",Lachlan,Jimenez,COTTON WOOLEN & SILK HAND LOOM WEAVER,B,34,"1 Glen Mount, Dalmellington, East Ayrshire",Sarah,Martinez, ,S,23,"1 Cunninghar Road, Jessiehill Cottages, West Lothian",Dylan,Jimenez, ,,Sophie,,,Carlos,Martinez,COTTON WEAVER,,Amy,Bruno,,SYNTHETIC DATA PRODUCED USING VALIPOP,3925,3742,3925,3742,3923,3922,3658,3657,3925,3742,3922,3923,3657,3658
1236,19,OCTOBER,1905,"Rummond Fife",Tiago,Tkachenko,SCOOLAR,B,18,"1 Balcastle Road, Holehousemuir, Falkirk",Anna,Santos, ,S,21,"1 Benview Terrace, Clackmannanshire",Julen,Tkachenko, ,,Mateja,Hernandez,,Davide,Santos,SUGAR BOILER,,Katerina,Gospodinov,,SYNTHETIC DATA PRODUCED USING VALIPOP,4037,4010,4037,4010,4036,4035,4008,4007,4037,4010,4035,4036,4007,4008
1237,6,NOVEMBER,1905,"Braehead Ayr ",Matthew,Sanchez,SCHOLAR,B,19,"1 Damside, Wallacetown, Ayr",Janet,Sepp,POWER LOOM COT WEAVER,S,21,"1 Thirlestane Drive, The Luggie, Lauder",Patrick,Sanchez,COAL PIT ENGINE KEEPER,,Agnes,Garcia,,John,Sepp,FISHERMAN,,Jessica,White,,SYNTHETIC DATA PRODUCED USING VALIPOP,3915,3836,3915,3836,3264,3100,3334,2721,3915,3836,3100,3264,2721,3334
1238,20,AUGUST,1905,"Netherurd House Scottish Borders",William,Sanchez,SHOE MAKER JOURNEYMAN,B,24,"1 Eglinton Crescent, Troon, South Ayrshire",Sarah,de Boer,DOMESTIC SERVANT,S,20,"2 Monroe Drive, Calderbraes, North Lanarkshire",George,Sanchez,HOUSE JOINER,,Miu,Jones,,Wm,de Boer,ENGINEMAN,,Michelle,Rossi,,SYNTHETIC DATA PRODUCED USING VALIPOP,3679,3838,3679,3838,2860,2801,3276,2821,3679,3838,2801,2860,2821,3276
1239,15,APRIL,1905,,James,Harutyunyan,LABOURER,B,35,"1 Cora Linn Court, North Ayrshire",Jessie,Szabo,HAND SEWER,S,24,"1 Cora Linn Court, North Ayrshire",Bernard,Harutyunyan,SHOE MAKER,,Aldona,Mohamed,,Willia,Szabo,PAINTER (JOURNEYMAN),,Isabella,Markovic,,SYNTHETIC DATA PRODUCED USING VALIPOP,3471,3842,3471,3842,3013,2601,3072,2989,3471,3842,2601,3013,2989,3072
1244,23,JULY,1906,"Borrowfield Montrose ",Adam,Jones,TAILOR,B,39,"1 Brochroy Croft, Argyll and Bute",Mary,Rojas,CATTLEMAN'S WIFE,S,27,"87 Riverside Park, Highland",Pablo,Jones,FARMER 100 ACRES OF ARABLE & 600 OF HILL PASTIME,,Bridget,White,,Thomas,Rojas,BLACKSMITH,,Janet,Markovic,,SYNTHETIC DATA PRODUCED USING VALIPOP,3233,3586,3233,3586,2410,2864,2698,2650,3233,3586,2864,2410,2650,2698
1245,10,DECEMBER,1906,"City of Edinburgh",Mantas,Huseynov,PLOUGHMAN,B,22,"1 Mossvale Square, Craigend, Glasgow City",Hannah,Lopez, ,S,17,"1 McGregor Road, Seafar, Cumbernauld",Jesse,Huseynov, ,,Susana,,,Alexander,Lopez,SHIP CARPENTERS SON,,Nicole,Munoz,,SYNTHETIC DATA PRODUCED USING VALIPOP,3848,4511,3848,4511,3847,3846,4505,4504,3848,4511,3846,3847,4504,4505
1246,15,OCTOBER,1906,"Cellardyke Fife",Robert,Prochazka,ENGINE FIREMAN,B,24,"1 North Wolridge Gardens Lane, Aberdeenshire",Mary,Novak,SCHOLAR,S,19,"2 Glen Gardens, Braeleny Farm, Callander",Angus,Prochazka,SHAWL WEAVER,,Isabella,Visser,,John,Novak,LABOURER,,Margaret,Anderson,,SYNTHETIC DATA PRODUCED USING VALIPOP,3799,3998,3799,3998,3046,3005,3032,2737,3799,3998,3005,3046,2737,3032
1250,18,JUNE,1907,"Littledean Scottish Borders",William,Tkachenko,JOINER,B,29,"1 Balcastle Road, Holehousemuir, Falkirk",Ava,Varga,HOUSEKEEPER,S,41,"35 Patrickbank Wynd, Johnstone Castle, Renfrewshire",Julen,Tkachenko, ,,Mateja,Hernandez,,Ryan,Varga,FARM SERVT'S SON,,Sophie,Ahmed,,SYNTHETIC DATA PRODUCED USING VALIPOP,4041,4080,4041,4080,4036,4035,4076,4075,4041,4080,4035,4036,4075,4076
1252,5,APRIL,1907,"Glenburn Hall Jedburgh ",John,Wozniak,JOINER,B,36,"1 School Lane, Balbinny, Angus",Mary,Carvalho, ,S,36,"1589 Castle Road, South Ayrshire",Duncan,Wozniak,FARMER OF 40 ACRES EMPLOYING 1 MAN & 1 WOMAN,,Kate,Garcia,,Jeremy,Carvalho,PAROCHIAL SCHOOLMASTER,,Margaret,Hernandez,,SYNTHETIC DATA PRODUCED USING VALIPOP,3407,3420,3407,3420,2416,2439,2746,2584,3407,3420,2439,2416,2584,2746
1253,23,OCTOBER,1907,"South Ayrshire",James,WILLIAMS,PLOUGHMAN,B,25,"1 The Avenue, Three Bridges, Inveraray",Margaret,Anderson,SCHOLAR,S,20,"1 Haughead, Scottish Borders",William,WILLIAMS,COTTON WEAVER,,Fatma,Rossi,,Robert,Anderson,MILLER EMPLOYING 2 MEN & 1 BOY,,Ruby,White,,SYNTHETIC DATA PRODUCED USING VALIPOP,3675,3910,3675,3910,3281,2819,3332,3113,3675,3910,2819,3281,3113,3332
1254,29,JANUARY,1907,"Braehouse Scottish Borders",William,Szabo,LABOURER,B,21,"1 St Clair Terrace, Troon, South Ayrshire",Leah,Fontana, ,D,22,"1 Knockhall Road, Aberdeenshire",Thomas,Szabo,FARMER OF 62 ACRES EMPLOYING 3 MEN AND 1 WOMAN,,Isabella,Rossi,,Lucas,Varga, ,,Emily,,,SYNTHETIC DATA PRODUCED USING VALIPOP,3963,4580,3963,4580,3278,2671,4584,4583,3963,4580,2671,3278,4583,4584
1255,9,MARCH,1907,"St Leonards Ayr ",Nathan,Brown,MACHINE MAKER,B,22,"1 Udston Avenue, South Lanarkshire",Hellen,Soto,SCHOLAR,S,17,"2 Orchard Park, Lessudden House, Scottish Borders",Jorge,Brown,TAILOR (MASTER) EMPG 4 MEN,,Sandra,,,Willia,Soto,WAREHOUSE PORTER,,Ann,Kristiansen,,SYNTHETIC DATA PRODUCED USING VALIPOP,4253,3970,4253,3970,4252,4251,3074,2883,4253,3970,4251,4252,2883,3074
